galleryFee,artistFee,sale,timestamp,galleryPerc,artistPerc
0.15,0.85,1.0,1603128702,15.0,85.0
0.03125,0.21875,0.25,1614460804,12.5,87.5
0.75,4.25,5.0,1603140917,15.0,85.0
0.45,2.55,3.0,1603141032,15.0,85.0
0.15,0.85,1.0,1603142429,15.0,85.0
0.015,0.085,0.1,1603225338,15.0,85.0
0.2025,1.1475,1.35,1603158665,15.0,85.0
0.285,1.615,1.9,1603181463,15.0,85.0
0.165,0.935,1.1,1603202823,15.0,85.0
0.3225,1.8275,2.15,1603260858,15.0,85.0
0.0105,0.0595,0.07,1603205601,15.0,85.0
0.012,0.068,0.08,1603205625,15.0,85.0
0.0105,0.0595,0.07,1603205727,15.0,85.0
0.012,0.068,0.08,1603205777,15.0,85.0
0.012,0.068,0.08,1603205806,15.0,85.0
0.0105,0.0595,0.07,1603205887,15.0,85.0
0.006,0.034,0.04,1603206133,15.0,85.0
0.0105,0.0595,0.07,1603206133,15.0,85.0
0.015,0.085,0.1,1603206280,15.0,85.0
0.015,0.085,0.1,1603206324,15.0,85.0
0.1275,0.7225,0.85,1603267762,15.0,85.0
0.0375,0.2125,0.25,1603306431,15.0,85.0
0.3,1.7,2.0,1603571621,15.0,85.0
0.315,1.785,2.1,1604616307,15.0,85.0
0.525,2.975,3.5,1604120253,15.0,85.0
0.6,3.4,4.0,1604417335,15.0,85.0
0.3,1.7,2.0,1603619311,15.0,85.0
0.0375,0.2125,0.25,1603412998,15.0,85.0
1.05,5.95,7.0,1603438988,15.0,85.0
0.0075,0.0425,0.05,1603510091,15.0,85.0
0.15,0.85,1.0,1604235187,15.0,85.0
0.03125,0.21875,0.25,1615047118,12.5,87.5
0.3,1.7,2.0,1603604625,15.0,85.0
0.375,2.125,2.5,1603640766,15.0,85.0
0.225,1.275,1.5,1603587825,15.0,85.0
0.015,0.085,0.1,1603643801,15.0,85.0
0.01875,0.10625,0.125,1603643886,15.0,85.0
0.01875,0.10625,0.125,1603643827,15.0,85.0
0.45,2.55,3.0,1603630462,15.0,85.0
0.45,2.55,3.0,1603630494,15.0,85.0
0.45,2.55,3.0,1603630533,15.0,85.0
0.004375,0.030625,0.035,1603652616,12.5,87.5
0.15,0.85,1.0,1603706013,15.0,85.0
0.3,1.7,2.0,1603829145,15.0,85.0
0.0375,0.2125,0.25,1603738702,15.0,85.0
0.015625,0.109375,0.125,1612625869,12.5,87.5
0.00825,0.04675,0.055,1606616765,15.0,85.0
0.0075,0.0425,0.05,1606616765,15.0,85.0
0.651,3.689,4.34,1604349452,15.0,85.0
1.2,6.8,8.0,1604169489,15.0,85.0
0.375,2.125,2.5,1603840731,15.0,85.0
0.0375,0.2125,0.25,1603896886,15.0,85.0
0.0375,0.2125,0.25,1603896886,15.0,85.0
0.3,1.7,2.0,1607368682,15.0,85.0
0.3,1.7,2.0,1603911093,15.0,85.0
0.75,4.25,5.0,1607436753,15.0,85.0
0.015,0.085,0.1,1604504312,15.0,85.0
0.02625,0.14875,0.175,1604062678,15.0,85.0
0.02475,0.14025,0.165,1604046948,15.0,85.0
0.1125,0.6375,0.75,1604097544,15.0,85.0
0.02475,0.14025,0.165,1604090189,15.0,85.0
0.033,0.187,0.22,1604071558,15.0,85.0
0.1332,0.7548,0.888,1604170369,15.0,85.0
0.0495,0.2805,0.33,1604078019,15.0,85.0
0.375,2.125,2.5,1604224916,15.0,85.0
0.1125,0.7875,0.9,1615312933,12.5,87.5
0.0375,0.2125,0.25,1604384571,15.0,85.0
0.0375,0.2125,0.25,1604384567,15.0,85.0
0.10725,0.60775,0.715,1605465483,15.0,85.0
0.0135,0.0765,0.09,1606946089,15.0,85.0
0.05,0.35,0.4,1606587741,12.5,87.5
0.075,0.425,0.5,1604171912,15.0,85.0
